Month of Period End,Region,Avg. Median Sale Price,Avg. Median Ppsf
Jun-18,"San Francisco, CA - Lone Mountain","$2,075K","1,021.55"
Jul-18,"San Francisco, CA - Lone Mountain","$2,481K","1,083.00"
Aug-18,"San Francisco, CA - Lone Mountain","$2,500K","1,065.47"
Sep-18,"San Francisco, CA - Lone Mountain","$2,500K","1,042.94"
Oct-18,"San Francisco, CA - Lone Mountain","$2,350K",851.3444963
Nov-18,"San Francisco, CA - Lone Mountain","$1,598K",625.313833
Dec-18,"San Francisco, CA - Lone Mountain","$1,495K",814.2201835
Jan-19,"San Francisco, CA - Lone Mountain","$1,545K",745.9152092
Feb-19,"San Francisco, CA - Lone Mountain","$1,420K",900.621118
Mar-19,"San Francisco, CA - Lone Mountain","$1,857K",732.8068128
Apr-19,"San Francisco, CA - Lone Mountain","$1,900K",798.4587072
May-19,"San Francisco, CA - Lone Mountain","$2,075K",584.9825378
Jun-19,"San Francisco, CA - Lone Mountain","$1,875K",868.5446009
Jul-19,"San Francisco, CA - Lone Mountain","$1,500K",868.5446009
Aug-19,"San Francisco, CA - Lone Mountain","$1,750K","1,005.16"
Sep-19,"San Francisco, CA - Lone Mountain","$1,850K","1,358.30"
Oct-19,"San Francisco, CA - Lone Mountain","$2,025K","1,069.00"
Nov-19,"San Francisco, CA - Lone Mountain","$2,025K",999.6494491
Dec-19,"San Francisco, CA - Lone Mountain","$2,025K",974.1157874
Jan-20,"San Francisco, CA - Lone Mountain","$1,495K",513.322884
Feb-20,"San Francisco, CA - Lone Mountain","$1,495K",586.0035234
Feb-12,"San Francisco, CA - Laurel Heights-Jordan Park",$703K,635.8001503
Mar-12,"San Francisco, CA - Laurel Heights-Jordan Park",$722K,590.1639344
Apr-12,"San Francisco, CA - Laurel Heights-Jordan Park",$622K,652.7403414
May-12,"San Francisco, CA - Laurel Heights-Jordan Park",$834K,687.5741841
Jun-12,"San Francisco, CA - Laurel Heights-Jordan Park","$1,453K",722.4080268
Jul-12,"San Francisco, CA - Laurel Heights-Jordan Park","$1,453K",612.4084249
Aug-12,"San Francisco, CA - Laurel Heights-Jordan Park","$1,469K",576.3039279
Sep-12,"San Francisco, CA - Laurel Heights-Jordan Park","$1,101K",613.2867348
Oct-12,"San Francisco, CA - Laurel Heights-Jordan Park",$873K,650.2695418
Nov-12,"San Francisco, CA - Laurel Heights-Jordan Park","$1,459K",683.5531382
Dec-12,"San Francisco, CA - Laurel Heights-Jordan Park","$1,250K",670.4594834
Jan-13,"San Francisco, CA - Laurel Heights-Jordan Park","$1,405K",629.2734488
Feb-13,"San Francisco, CA - Laurel Heights-Jordan Park",$913K,717.5632911
Mar-13,"San Francisco, CA - Laurel Heights-Jordan Park",$800K,843.2352941
Apr-13,"San Francisco, CA - Laurel Heights-Jordan Park",$780K,820.3571429
May-13,"San Francisco, CA - Laurel Heights-Jordan Park","$1,434K",797.4789916
Jun-13,"San Francisco, CA - Laurel Heights-Jordan Park","$1,191K",766.0864346
Jul-13,"San Francisco, CA - Laurel Heights-Jordan Park","$1,191K",734.6938776
Aug-13,"San Francisco, CA - Laurel Heights-Jordan Park",$900K,688.4377758
Sep-13,"San Francisco, CA - Laurel Heights-Jordan Park",$851K,735.5148604
Oct-13,"San Francisco, CA - Laurel Heights-Jordan Park","$1,190K",816.8592266
Nov-13,"San Francisco, CA - Laurel Heights-Jordan Park","$1,195K",735.5148604
Dec-13,"San Francisco, CA - Laurel Heights-Jordan Park","$1,190K",683.6027714
Jan-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,350K",544.3658138
Feb-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,275K",544.3658138
Mar-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,750K",823.5017626
Apr-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,225K",857.385399
May-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,365K",825.3918535
Jun-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,280K",793.4924982
Jul-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,280K",798.471834
Aug-14,"San Francisco, CA - Laurel Heights-Jordan Park",$845K,958.3170732
Sep-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,161K",995.8398336
Oct-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,608K",914.6341463
Nov-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,850K",815.6028369
Dec-14,"San Francisco, CA - Laurel Heights-Jordan Park","$1,850K",771.4617169
Jan-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,663K",913.4663738
Feb-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,663K",913.4663738
Mar-15,"San Francisco, CA - Laurel Heights-Jordan Park","$2,650K",888.9667353
Apr-15,"San Francisco, CA - Laurel Heights-Jordan Park","$2,650K",977.4002311
May-15,"San Francisco, CA - Laurel Heights-Jordan Park","$2,375K",982.8830648
Jun-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,415K",968.5751184
Jul-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,350K",968.5751184
Aug-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,350K",978.9473684
Sep-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,325K",981.6898014
Oct-15,"San Francisco, CA - Laurel Heights-Jordan Park","$2,103K",978.9473684
Nov-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,675K",960.0304885
Dec-15,"San Francisco, CA - Laurel Heights-Jordan Park","$1,250K",947.0198676
Jan-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,210K",958.8839941
Feb-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,480K",917.7679883
Mar-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,375K",969.3417493
Apr-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,250K",994.2528736
May-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,280K",969.3417493
Jun-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,280K",829.2750061
Jul-16,"San Francisco, CA - Laurel Heights-Jordan Park","$2,310K",718.7305538
Aug-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,883K","1,017.48"
Sep-16,"San Francisco, CA - Laurel Heights-Jordan Park","$2,350K","1,061.45"
Oct-16,"San Francisco, CA - Laurel Heights-Jordan Park","$2,975K",943.4654919
Nov-16,"San Francisco, CA - Laurel Heights-Jordan Park","$3,400K",853.1684807
Dec-16,"San Francisco, CA - Laurel Heights-Jordan Park","$1,995K",853.1684807
Jan-17,"San Francisco, CA - Laurel Heights-Jordan Park","$2,148K",853.1684807
Feb-17,"San Francisco, CA - Laurel Heights-Jordan Park","$2,148K","1,033.86"
Mar-17,"San Francisco, CA - Laurel Heights-Jordan Park","$1,788K","1,033.86"
Apr-17,"San Francisco, CA - Laurel Heights-Jordan Park","$1,435K",924.7339593
May-17,"San Francisco, CA - Laurel Heights-Jordan Park","$1,435K",910.7731583
Jun-17,"San Francisco, CA - Laurel Heights-Jordan Park","$2,440K",910.7731583
Jul-17,"San Francisco, CA - Laurel Heights-Jordan Park","$2,420K",994.6112235
Aug-17,"San Francisco, CA - Laurel Heights-Jordan Park","$2,385K","1,134.08"
Sep-17,"San Francisco, CA - Laurel Heights-Jordan Park","$2,350K","1,134.08"
Oct-17,"San Francisco, CA - Laurel Heights-Jordan Park","$1,875K","1,009.95"
Nov-17,"San Francisco, CA - Laurel Heights-Jordan Park","$1,425K",788.1972514
Dec-17,"San Francisco, CA - Laurel Heights-Jordan Park","$1,450K",820.0371058
Jan-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,610K","1,057.03"
Feb-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,610K","1,047.62"
Mar-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,700K","1,047.62"
Apr-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,905K","1,039.22"
May-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,930K","1,096.71"
Jun-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,550K","1,096.71"
Jul-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,305K","1,098.04"
Aug-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,305K","1,019.46"
Sep-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,378K","1,059.85"
Oct-18,"San Francisco, CA - Laurel Heights-Jordan Park","$1,838K","1,059.85"
Nov-18,"San Francisco, CA - Laurel Heights-Jordan Park","$2,375K","1,100.24"
Dec-18,"San Francisco, CA - Laurel Heights-Jordan Park","$2,375K",985.5304182
Jan-19,"San Francisco, CA - Laurel Heights-Jordan Park","$2,700K","1,051.76"
Feb-19,"San Francisco, CA - Laurel Heights-Jordan Park","$3,200K","1,079.54"
Mar-19,"San Francisco, CA - Laurel Heights-Jordan Park","$2,633K","1,106.33"
Apr-19,"San Francisco, CA - Laurel Heights-Jordan Park","$2,300K","1,158.42"
May-19,"San Francisco, CA - Laurel Heights-Jordan Park","$2,500K","1,210.81"
Jun-19,"San Francisco, CA - Laurel Heights-Jordan Park","$2,525K","1,210.81"
Jul-19,"San Francisco, CA - Laurel Heights-Jordan Park","$2,274K","1,059.48"
Aug-19,"San Francisco, CA - Laurel Heights-Jordan Park","$1,600K",987.5
Sep-19,"San Francisco, CA - Laurel Heights-Jordan Park","$1,575K","1,023.49"
Oct-19,"San Francisco, CA - Laurel Heights-Jordan Park","$1,975K","1,156.89"
Nov-19,"San Francisco, CA - Laurel Heights-Jordan Park","$1,975K","1,156.89"
Dec-19,"San Francisco, CA - Laurel Heights-Jordan Park","$2,050K",492.506812
Jan-20,"San Francisco, CA - Laurel Heights-Jordan Park","$3,650K",511.005354
Feb-20,"San Francisco, CA - Laurel Heights-Jordan Park","$3,650K",485.2806895
Feb-12,"San Francisco, CA - Lakeshore Acres",$760K,468.0516738
Mar-12,"San Francisco, CA - Lakeshore Acres",$709K,458.0487805
Apr-12,"San Francisco, CA - Lakeshore Acres",$749K,469.8673406
May-12,"San Francisco, CA - Lakeshore Acres",$791K,481.6859007
Jun-12,"San Francisco, CA - Lakeshore Acres",$900K,613.9088729
Jul-12,"San Francisco, CA - Lakeshore Acres",$920K,550.8919002
Aug-12,"San Francisco, CA - Lakeshore Acres",$918K,435.2371305
Sep-12,"San Francisco, CA - Lakeshore Acres",$774K,489.4471928
Oct-12,"San Francisco, CA - Lakeshore Acres",$780K,506.9708492
Nov-12,"San Francisco, CA - Lakeshore Acres",$780K,588.3064429
Dec-12,"San Francisco, CA - Lakeshore Acres",$800K,588.3064429
Jan-13,"San Francisco, CA - Lakeshore Acres",$825K,568.6087932
Feb-13,"San Francisco, CA - Lakeshore Acres",$895K,487.6162526
Mar-13,"San Francisco, CA - Lakeshore Acres",$895K,535.0572256
Apr-13,"San Francisco, CA - Lakeshore Acres",$940K,552.1327014
May-13,"San Francisco, CA - Lakeshore Acres",$908K,582.6397146
Jun-13,"San Francisco, CA - Lakeshore Acres",$941K,600
Jul-13,"San Francisco, CA - Lakeshore Acres",$965K,667.3061551
Aug-13,"San Francisco, CA - Lakeshore Acres",$965K,654.7619048
Sep-13,"San Francisco, CA - Lakeshore Acres",$950K,654.6153846
Oct-13,"San Francisco, CA - Lakeshore Acres",$950K,654.6153846
Nov-13,"San Francisco, CA - Lakeshore Acres",$980K,616.7247387
Dec-13,"San Francisco, CA - Lakeshore Acres",$965K,647.5903614
Jan-14,"San Francisco, CA - Lakeshore Acres",$965K,628.080895
Feb-14,"San Francisco, CA - Lakeshore Acres","$1,075K",619.9362184
Mar-14,"San Francisco, CA - Lakeshore Acres","$1,095K",631.3010082
Apr-14,"San Francisco, CA - Lakeshore Acres","$1,264K",700
May-14,"San Francisco, CA - Lakeshore Acres","$1,262K",805.507728
Jun-14,"San Francisco, CA - Lakeshore Acres","$1,208K",753.894081
Jul-14,"San Francisco, CA - Lakeshore Acres","$1,118K",669.8982065
Aug-14,"San Francisco, CA - Lakeshore Acres","$1,168K",682.9344512
Sep-14,"San Francisco, CA - Lakeshore Acres","$1,210K",710.6598985
Oct-14,"San Francisco, CA - Lakeshore Acres","$1,275K",714.2857143
Nov-14,"San Francisco, CA - Lakeshore Acres","$1,138K",714.2857143
Dec-14,"San Francisco, CA - Lakeshore Acres","$1,000K",807.9847909
Jan-15,"San Francisco, CA - Lakeshore Acres","$1,200K",877.870142
Feb-15,"San Francisco, CA - Lakeshore Acres","$1,275K",877.870142
Mar-15,"San Francisco, CA - Lakeshore Acres","$1,325K",819.3445244
Apr-15,"San Francisco, CA - Lakeshore Acres","$1,175K",807.9624417
May-15,"San Francisco, CA - Lakeshore Acres","$1,175K",677.8949367
Jun-15,"San Francisco, CA - Lakeshore Acres","$1,351K",672.5297465
Jul-15,"San Francisco, CA - Lakeshore Acres","$1,400K",780.1787382
Aug-15,"San Francisco, CA - Lakeshore Acres","$1,375K",883.0812325
Sep-15,"San Francisco, CA - Lakeshore Acres","$1,350K",854.5923472
Oct-15,"San Francisco, CA - Lakeshore Acres","$1,325K",825.3751705
Nov-15,"San Francisco, CA - Lakeshore Acres","$1,255K",774.7269651
Dec-15,"San Francisco, CA - Lakeshore Acres","$1,325K",791.8781726
Jan-16,"San Francisco, CA - Lakeshore Acres","$1,350K",823.1748686
Feb-16,"San Francisco, CA - Lakeshore Acres","$1,400K",863.9813193
Mar-16,"San Francisco, CA - Lakeshore Acres","$1,560K",792.0510166
Apr-16,"San Francisco, CA - Lakeshore Acres","$1,520K",571.2806351
May-16,"San Francisco, CA - Lakeshore Acres","$1,480K",571.2806351
Jun-16,"San Francisco, CA - Lakeshore Acres","$1,465K",727.4180655
Jul-16,"San Francisco, CA - Lakeshore Acres","$1,450K",727.4180655
Aug-16,"San Francisco, CA - Lakeshore Acres","$1,450K",832.6845017
Sep-16,"San Francisco, CA - Lakeshore Acres","$1,220K",819.8818898
Oct-16,"San Francisco, CA - Lakeshore Acres",$910K,787.9185817
Nov-16,"San Francisco, CA - Lakeshore Acres","$1,300K",751.102148
Dec-16,"San Francisco, CA - Lakeshore Acres","$1,350K",802.4805941
Jan-17,"San Francisco, CA - Lakeshore Acres","$1,275K",837.9013312
Feb-17,"San Francisco, CA - Lakeshore Acres","$1,260K",827.4719689
Mar-17,"San Francisco, CA - Lakeshore Acres","$1,465K",766.1971831
Apr-17,"San Francisco, CA - Lakeshore Acres","$1,483K",766.1971831
May-17,"San Francisco, CA - Lakeshore Acres","$1,430K",793.2011331
Jun-17,"San Francisco, CA - Lakeshore Acres","$1,360K",858.9417091
Jul-17,"San Francisco, CA - Lakeshore Acres","$1,430K",868.4210526
Aug-17,"San Francisco, CA - Lakeshore Acres","$1,650K",864.5975525
Sep-17,"San Francisco, CA - Lakeshore Acres","$1,505K",807.8898325
Oct-17,"San Francisco, CA - Lakeshore Acres","$1,580K",807.8898325
Nov-17,"San Francisco, CA - Lakeshore Acres","$1,635K",803.6224574
Dec-17,"San Francisco, CA - Lakeshore Acres","$1,635K","1,263.60"
Jan-18,"San Francisco, CA - Lakeshore Acres","$1,635K","1,263.60"
Feb-18,"San Francisco, CA - Lakeshore Acres","$1,482K","1,237.34"
Mar-18,"San Francisco, CA - Lakeshore Acres","$1,788K","1,030.93"
Apr-18,"San Francisco, CA - Lakeshore Acres","$1,788K","1,030.93"
May-18,"San Francisco, CA - Lakeshore Acres","$1,594K",888.5116016
Jun-18,"San Francisco, CA - Lakeshore Acres","$1,570K",852.4761642
Jul-18,"San Francisco, CA - Lakeshore Acres","$1,570K",903.7900875
Aug-18,"San Francisco, CA - Lakeshore Acres","$1,600K",885.8690053
Sep-18,"San Francisco, CA - Lakeshore Acres","$1,650K",903.7900875
Oct-18,"San Francisco, CA - Lakeshore Acres","$1,618K",790.9202973
Nov-18,"San Francisco, CA - Lakeshore Acres","$1,480K",932.9867129
Dec-18,"San Francisco, CA - Lakeshore Acres","$1,515K",903.0418251
Jan-19,"San Francisco, CA - Lakeshore Acres","$1,385K",903.0418251
Apr-19,"San Francisco, CA - Lakeshore Acres","$1,615K",926.5175719
May-19,"San Francisco, CA - Lakeshore Acres","$1,615K","1,019.00"
Jun-19,"San Francisco, CA - Lakeshore Acres","$1,615K","1,026.19"
Jul-19,"San Francisco, CA - Lakeshore Acres","$1,640K",877.1929825
Aug-19,"San Francisco, CA - Lakeshore Acres","$1,653K",922.9411954
Sep-19,"San Francisco, CA - Lakeshore Acres","$1,640K",917.661028
Oct-19,"San Francisco, CA - Lakeshore Acres","$1,750K",970
Nov-19,"San Francisco, CA - Lakeshore Acres","$2,078K",970
Dec-19,"San Francisco, CA - Lakeshore Acres","$1,318K",692.448393
Jan-20,"San Francisco, CA - Lakeshore Acres","$1,305K",561.8164317
Feb-20,"San Francisco, CA - Lakeshore Acres","$1,330K",595.8333333
Feb-12,"San Francisco, CA - Lake Street",$792K,596.2267328
Mar-12,"San Francisco, CA - Lake Street",$715K,596.6201323
Apr-12,"San Francisco, CA - Lake Street",$807K,651.136118
May-12,"San Francisco, CA - Lake Street",$812K,648.2229402
Jun-12,"San Francisco, CA - Lake Street","$1,185K",592.7384077
Jul-12,"San Francisco, CA - Lake Street","$1,110K",539.4734582
Aug-12,"San Francisco, CA - Lake Street",$923K,599.4495119
Sep-12,"San Francisco, CA - Lake Street","$1,040K",744.9842105
Oct-12,"San Francisco, CA - Lake Street","$1,045K",667.6
Nov-12,"San Francisco, CA - Lake Street","$1,045K",533.3870968
Dec-12,"San Francisco, CA - Lake Street",$968K,557.8046595
Jan-13,"San Francisco, CA - Lake Street","$1,310K",615.9751666
Feb-13,"San Francisco, CA - Lake Street","$1,500K",680.7692308
Mar-13,"San Francisco, CA - Lake Street","$1,259K",659.7976079
Apr-13,"San Francisco, CA - Lake Street","$1,086K",705.2709725
May-13,"San Francisco, CA - Lake Street",$965K,764.5442907
Jun-13,"San Francisco, CA - Lake Street","$1,738K",690
Jul-13,"San Francisco, CA - Lake Street","$1,738K",716.414512
Aug-13,"San Francisco, CA - Lake Street","$1,963K",654.2352048
Sep-13,"San Francisco, CA - Lake Street","$1,718K",763.2081477
Oct-13,"San Francisco, CA - Lake Street","$1,280K",718.2320442
Nov-13,"San Francisco, CA - Lake Street","$1,120K",831.0810811
Dec-13,"San Francisco, CA - Lake Street",$950K,798.5963383
Jan-14,"San Francisco, CA - Lake Street",$750K,798.5963383
Feb-14,"San Francisco, CA - Lake Street","$1,088K",790.1823233
Mar-14,"San Francisco, CA - Lake Street","$1,155K",692.7244582
Apr-14,"San Francisco, CA - Lake Street","$1,166K",908.9473684
May-14,"San Francisco, CA - Lake Street","$2,028K",908.9473684
Jun-14,"San Francisco, CA - Lake Street","$1,790K",908.9473684
Jul-14,"San Francisco, CA - Lake Street","$1,759K",816.3866302
Aug-14,"San Francisco, CA - Lake Street","$1,790K",811.3810742
Sep-14,"San Francisco, CA - Lake Street","$1,727K",811.3810742
Oct-14,"San Francisco, CA - Lake Street","$1,975K",811.3810742
Nov-14,"San Francisco, CA - Lake Street","$2,050K",646.7106494
Dec-14,"San Francisco, CA - Lake Street","$1,900K",730.7692308
Jan-15,"San Francisco, CA - Lake Street","$1,850K",807.9495249
Feb-15,"San Francisco, CA - Lake Street","$1,150K",885.129819
Mar-15,"San Francisco, CA - Lake Street","$1,050K",885.129819
Apr-15,"San Francisco, CA - Lake Street","$1,150K",784.5188285
May-15,"San Francisco, CA - Lake Street","$1,500K","1,007.37"
Jun-15,"San Francisco, CA - Lake Street","$1,603K","1,042.77"
Jul-15,"San Francisco, CA - Lake Street","$1,551K","1,078.17"
Aug-15,"San Francisco, CA - Lake Street","$1,744K",836.1677647
Sep-15,"San Francisco, CA - Lake Street","$1,876K",764.6153846
Oct-15,"San Francisco, CA - Lake Street","$2,508K",729.7839176
Nov-15,"San Francisco, CA - Lake Street","$2,007K",871.3012478
Dec-15,"San Francisco, CA - Lake Street","$1,564K",937.9634207
Jan-16,"San Francisco, CA - Lake Street","$2,132K",904.6323342
Feb-16,"San Francisco, CA - Lake Street","$2,700K",854.1800773
Mar-16,"San Francisco, CA - Lake Street","$2,700K",814.7254074
Apr-16,"San Francisco, CA - Lake Street","$3,223K",785.2696804
May-16,"San Francisco, CA - Lake Street","$2,225K",864.2363294
Jun-16,"San Francisco, CA - Lake Street","$1,505K",882.1549024
Jul-16,"San Francisco, CA - Lake Street","$1,350K",706.9174757
Aug-16,"San Francisco, CA - Lake Street","$1,288K",739.833415
Sep-16,"San Francisco, CA - Lake Street","$1,225K",723.3754454
Oct-16,"San Francisco, CA - Lake Street","$1,755K",813.1608286
Nov-16,"San Francisco, CA - Lake Street","$1,693K","1,005.70"
Dec-16,"San Francisco, CA - Lake Street","$1,938K","1,006.12"
Jan-17,"San Francisco, CA - Lake Street","$1,875K","1,204.90"
Feb-17,"San Francisco, CA - Lake Street","$2,300K","1,165.47"
Mar-17,"San Francisco, CA - Lake Street","$2,300K","1,165.47"
Apr-17,"San Francisco, CA - Lake Street","$5,323K","1,062.09"
May-17,"San Francisco, CA - Lake Street","$3,913K","1,035.09"
Jun-17,"San Francisco, CA - Lake Street","$2,950K","1,035.09"
Jul-17,"San Francisco, CA - Lake Street","$1,875K","1,035.09"
Aug-17,"San Francisco, CA - Lake Street","$2,125K",933.3333333
Sep-17,"San Francisco, CA - Lake Street","$2,625K",924.3026499
Oct-17,"San Francisco, CA - Lake Street","$2,073K",924.3026499
Nov-17,"San Francisco, CA - Lake Street","$1,690K",822.122571
